Episode;Episode duration;Number of steps;Total reward
99756;0.4702690653502941;34;-1834.875
99757;0.046754322946071625;14;-188.125
99758;0.3233109526336193;30;-1342.625
99759;0.171515304595232;17;-88.0
99760;0.17697592079639435;17;-88.0
99761;0.16593682765960693;13;312.0
99762;0.16619286313652992;15;215.125
99763;0.3313041739165783;33;-134.125
99764;0.15980203822255135;13;312.0
99765;0.16299885511398315;15;260.0
99766;0.17623083293437958;13;312.0
99767;0.16663087159395218;13;312.0
99768;0.050638142973184586;13;312.0
99769;0.48609742894768715;36;-2028.625
99770;0.16415176913142204;13;312.0
99771;0.1915603056550026;18;-275.5
99772;0.045533161610364914;13;312.0
99773;0.1643151380121708;13;312.0
99774;0.17060250043869019;16;12.0
99775;0.170923613011837;15;92.5
99776;0.1637667790055275;17;-88.0
99777;0.15002303943037987;13;312.0
99778;0.30028094723820686;25;-683.0
99779;0.1619402952492237;17;-122.375
99780;0.15584618598222733;13;135.375
99781;0.17332208901643753;17;-106.0
99782;0.16851691156625748;15;220.0
99783;0.04956018179655075;13;312.0
99784;0.15969346836209297;13;312.0
99785;0.16388855874538422;15;222.5
99786;0.15490110591053963;15;210.75
99787;0.14983310922980309;13;312.0
99788;0.15794957429170609;14;-188.125
99789;0.1493593119084835;15;102.0
99790;0.04501476138830185;13;312.0
99791;0.14218700677156448;14;168.75
99792;0.14770736172795296;13;312.0
99793;0.1544533595442772;13;312.0
99794;0.16782498732209206;17;22.5
99795;0.1651388183236122;17;-482.625
99796;0.1589880883693695;17;-88.0
99797;0.14314545318484306;14;338.0
99798;0.15290196239948273;13;312.0
99799;0.15913214534521103;13;312.0
99800;0.16127147153019905;14;184.0
99801;0.17847579717636108;18;40.125
99802;0.15744691342115402;14;177.625
99803;0.04979425668716431;13;312.0
99804;0.16071251407265663;13;312.0
99805;0.16266914457082748;14;341.0
99806;0.16541850194334984;15;112.0
99807;0.1625778041779995;15;210.75
99808;0.33160288259387016;34;-1855.625
99809;0.15609704703092575;13;438.0
99810;0.16206476464867592;15;65.5
99811;0.1584307663142681;13;312.0
99812;0.18680555745959282;21;-884.375
99813;0.16573477908968925;15;192.5
99814;0.17228367179632187;15;112.0
99815;0.17146074026823044;13;312.0
99816;0.16487712785601616;17;-8.125
99817;0.1600998379290104;14;175.0
99818;0.1714610569179058;19;-334.5
99819;0.17172029614448547;18;321.0
99820;0.16735907271504402;17;-175.5
99821;0.16945280879735947;17;-88.0
99822;0.15409750491380692;12;13.25
99823;0.15165501460433006;13;312.0
99824;0.04814755171537399;13;312.0
99825;0.15754425153136253;15;231.5
99826;0.1729576326906681;17;-480.0
99827;0.1498873494565487;13;312.0
99828;0.16055858880281448;13;170.0
99829;0.16456664726138115;13;136.375
99830;0.15900705382227898;14;133.0
99831;0.163910374045372;17;278.625
99832;0.19154445827007294;23;-20.5
99833;0.17374535277485847;16;334.25
99834;0.1728670336306095;15;77.625
99835;0.17632179334759712;15;71.375
99836;0.16951251029968262;13;312.0
99837;0.15298200398683548;14;-186.75
99838;0.17362504824995995;15;-284.375
99839;0.04800701141357422;13;312.0
99840;0.2856275364756584;17;121.5
99841;0.04858857020735741;14;326.0
99842;0.15961400046944618;14;212.0
99843;0.18014470115303993;17;-480.0
99844;0.1531202718615532;13;131.25
99845;0.18343688175082207;21;-533.125
99846;0.15880423784255981;12;17.375
99847;0.17735180258750916;14;264.375
99848;0.1701115369796753;15;112.0
99849;0.16552867367863655;14;-92.5
99850;0.190444964915514;20;-880.0
99851;0.17317647486925125;15;65.875
99852;0.4810839258134365;39;-2417.5
99853;0.04921245947480202;13;312.0
99854;0.30965204909443855;22;-641.25
99855;0.17928526178002357;19;-684.375
99856;0.1675892174243927;16;73.375
99857;0.3118946738541126;29;-1288.0
99858;0.15678983181715012;15;222.5
99859;0.3364041708409786;30;-1562.0
99860;0.17302078381180763;16;120.0
99861;0.04907868802547455;13;312.0
99862;0.17569709196686745;16;12.0
99863;0.16517266258597374;15;220.0
99864;0.16218026727437973;14;192.5
99865;0.1586746722459793;13;312.0
99866;0.16412188485264778;13;312.0
99867;0.1640877164900303;13;312.0
99868;0.05061304196715355;13;312.0
99869;0.16189635172486305;13;312.0
99870;0.17476161941885948;20;-880.0
99871;0.1634664088487625;13;312.0
99872;0.16404438391327858;15;112.0
99873;0.17059434205293655;13;312.0
99874;0.17029860243201256;17;-23.875
99875;0.18867774680256844;20;100.0
99876;0.16903790086507797;17;-102.5
99877;0.1737404614686966;17;-263.625
99878;0.17555652931332588;15;106.0
99879;0.16038790345191956;12;412.0
99880;0.1772741600871086;16;-384.375
99881;0.1623874083161354;13;312.0
99882;0.17032141238451004;12;406.0
99883;0.17762310057878494;13;312.0
99884;0.053045473992824554;15;112.0
99885;0.16413049772381783;13;312.0
99886;0.17812681570649147;17;-192.0
99887;0.49908362329006195;35;-1928.625
99888;0.2189427800476551;25;-688.0
99889;0.18349258974194527;13;312.0
99890;0.1914820745587349;15;112.0
99891;0.17971410229802132;13;136.375
99892;0.23870621994137764;29;-1288.0
99893;0.17963065207004547;15;344.0
99894;0.17612823843955994;17;-23.625
99895;0.17496471107006073;15;210.75
99896;0.17431993409991264;13;312.0
99897;0.1792118065059185;14;-188.5
99898;0.16735964640974998;14;212.0
99899;0.16852329298853874;13;312.0
99900;0.17879223078489304;18;-253.625
99901;0.20041851326823235;21;210.25
99902;0.16987542062997818;13;294.0
99903;0.18046315386891365;15;112.0
99904;0.18797581270337105;16;97.125
99905;0.1880393587052822;18;137.5
99906;0.1848142221570015;14;168.75
99907;0.19354888424277306;18;29.5
99908;0.17930911481380463;14;192.5
99909;0.1792956069111824;13;312.0
99910;0.18673652410507202;13;294.0
99911;0.20722799375653267;22;78.25
99912;0.1762746125459671;13;107.5
99913;0.18270985782146454;14;341.0
99914;0.19195789098739624;17;-88.0
99915;0.1802673004567623;13;312.0
99916;0.20796240493655205;24;-1184.375
99917;0.17649239674210548;13;312.0
99918;0.18212151899933815;13;312.0
99919;0.2836880572140217;28;-1080.0
99920;0.19707415997982025;15;112.0
99921;0.1831216737627983;13;312.0
99922;0.1763189546763897;13;312.0
99923;0.17342424020171165;13;312.0
99924;0.17733630537986755;13;312.0
99925;0.043178025633096695;12;13.25
99926;0.49967431277036667;38;-2216.0
99927;0.17863257601857185;15;102.0
99928;0.04766445606946945;13;170.0
99929;0.3076871931552887;17;-88.0
99930;0.04954884201288223;13;312.0
99931;0.17116736993193626;14;206.0
99932;0.17434613406658173;15;117.625
99933;0.18355780839920044;15;202.75
99934;0.1765294224023819;14;212.0
99935;0.18841572478413582;17;-134.25
99936;0.3279813565313816;26;-1168.75
99937;0.04462650045752525;13;312.0
99938;0.17096272483468056;14;212.0
99939;0.17463688924908638;15;-280.0
99940;0.30489319935441017;20;-780.0
99941;0.04888008162379265;13;312.0
99942;0.17853903770446777;17;-98.0
99943;0.164515420794487;13;312.0
99944;0.1634635291993618;13;312.0
99945;0.16894515976309776;13;312.0
99946;0.19366587698459625;18;-37.0
99947;0.18952396512031555;13;312.0
99948;0.17982645332813263;13;312.0
99949;0.058523695915937424;14;184.0
99950;0.18915948644280434;13;312.0
99951;0.3741379454731941;29;-1288.0
99952;0.5224371664226055;41;-139.125
99953;0.17468662932515144;14;212.0
99954;0.04645393788814545;13;460.0
99955;0.16374405100941658;12;412.0
99956;0.16513751447200775;13;170.0
99957;0.17994578927755356;15;77.625
99958;0.16786977276206017;13;312.0
99959;0.17524326592683792;15;112.0
99960;0.17503846436738968;16;-388.5
99961;0.1844634860754013;15;343.5
99962;0.05133388936519623;13;312.0
99963;0.188031405210495;14;206.0
99964;0.2013772949576378;13;312.0
99965;0.19568093493580818;13;312.0
99966;0.19068998098373413;13;312.0
99967;0.19333066418766975;15;380.0
99968;0.1812882162630558;17;-484.375
99969;0.04827428236603737;13;312.0
99970;0.19013703241944313;14;338.0
99971;0.1853129118680954;15;112.0
99972;0.17166832089424133;14;192.5
99973;0.18306400254368782;17;144.625
99974;0.16893165931105614;14;-84.0
99975;0.17692739889025688;15;-284.375
99976;0.3885558769106865;33;-1725.0
99977;0.3774725869297981;30;-1334.0
99978;0.1930774226784706;17;101.5
99979;0.181438609957695;17;146.0
99980;0.17651544511318207;13;312.0
99981;0.3983936086297035;38;-2255.625
99982;0.17690317705273628;15;140.25
99983;0.5273883529007435;39;-2288.0
99984;0.18205712735652924;15;97.5
99985;0.19606143236160278;17;263.0
99986;0.19677408412098885;19;-688.125
99987;0.17908893525600433;13;312.0
99988;0.04961047321557999;13;312.0
99989;0.18935968726873398;15;222.5
99990;0.19621694460511208;16;222.5
99991;0.3669559024274349;27;-1362.0
99992;0.18163981288671494;15;48.0
99993;0.17820126190781593;13;312.0
99994;0.18344319239258766;13;312.0
99995;0.18703746050596237;14;184.0
99996;0.052556056529283524;13;312.0
99997;0.3322005160152912;20;-784.375
99998;0.18571219220757484;15;207.0
99999;0.048493627458810806;13;294.0
