Episode;Episode duration;Number of steps;Total reward
99758;0.21379614621400833;15;61.875
99759;0.20492006838321686;17;173.0
99760;0.1953154243528843;17;63.0
99761;0.1868472322821617;13;312.0
99762;0.05248168855905533;13;312.0
99763;0.20233723521232605;16;154.0
99764;0.2003706693649292;14;317.0
99765;0.5677069313824177;38;-2364.625
99766;0.2231922633945942;21;-181.25
99767;0.2055789865553379;13;312.0
99768;0.21938710287213326;17;-488.5
99769;0.20493126660585403;16;12.0
99770;0.21371455490589142;17;78.5
99771;0.2028341330587864;15;220.0
99772;0.19791921600699425;15;191.0
99773;0.1887521743774414;13;312.0
99774;0.1925170160830021;16;-388.125
99775;0.19224156439304352;15;112.0
99776;0.05879626423120499;15;241.0
99777;0.19142953678965569;15;75.0
99778;0.3462630957365036;18;-231.25
99779;0.05043049156665802;13;127.75
99780;0.2106507048010826;17;-88.0
99781;0.20510578155517578;15;4.0
99782;0.2027755305171013;13;131.25
99783;0.20945043116807938;14;177.625
99784;0.20770512148737907;15;-280.0
99785;0.2051604688167572;14;177.625
99786;0.2155475951731205;13;312.0
99787;0.21133887767791748;15;-10.0
99788;0.05528347194194794;13;312.0
99789;0.5894891582429409;39;-1843.0
99790;0.19644173234701157;15;403.625
99791;0.18000458180904388;13;312.0
99792;0.04953743889927864;14;192.5
99793;0.18159591779112816;14;317.0
99794;0.18773189559578896;15;112.0
99795;0.1847728081047535;13;312.0
99796;0.3878738209605217;26;-988.0
99797;0.1859423778951168;13;292.5
99798;0.20031046494841576;17;358.75
99799;0.05735296383500099;13;312.0
99800;0.18618185073137283;12;20.0
99801;0.19442863017320633;13;312.0
99802;0.19403686374425888;13;312.0
99803;0.20854965597391129;16;12.0
99804;0.1815466694533825;13;312.0
99805;0.049906276166439056;13;312.0
99806;0.18855486065149307;15;97.5
99807;0.20213253796100616;16;12.0
99808;0.20773671194911003;17;-88.0
99809;0.1909627765417099;15;102.0
99810;0.18949952721595764;15;102.0
99811;0.18934241309762;14;177.625
99812;0.18755464255809784;13;312.0
99813;0.19365780800580978;15;207.0
99814;0.1964334324002266;16;12.0
99815;0.18965832144021988;13;312.0
99816;0.19019740447402;14;317.0
99817;0.22142666950821877;17;-109.5
99818;0.19868408516049385;17;-98.0
99819;0.19505417346954346;16;39.625
99820;0.19333768263459206;16;-6.0
99821;0.19926204904913902;19;-25.875
99822;0.1904282383620739;13;312.0
99823;0.19209030643105507;13;312.0
99824;0.06309344246983528;15;-3.5
99825;0.19662749022245407;14;206.0
99826;0.18883061036467552;13;312.0
99827;0.3922630846500397;33;-1751.5
99828;0.1990915983915329;15;322.0
99829;0.18764346092939377;13;312.0
99830;0.19238607585430145;14;192.0
99831;0.20738007128238678;19;-114.25
99832;0.3472425006330013;24;197.125
99833;0.04887506738305092;13;312.0
99834;0.18975161015987396;15;112.0
99835;0.19970890507102013;13;312.0
99836;0.19616883993148804;15;-288.125
99837;0.426469374448061;38;-2219.0
99838;0.19902129098773003;15;-30.0
99839;0.1821954809129238;13;312.0
99840;0.4249381683766842;37;-2119.0
99841;0.18946325033903122;13;131.25
99842;0.1927054338157177;17;175.625
99843;0.19330287352204323;13;312.0
99844;0.21023337915539742;15;220.0
99845;0.20272351428866386;15;112.0
99846;0.20426014065742493;17;234.25
99847;0.2039664424955845;15;222.5
99848;0.1971152238547802;14;212.0
99849;0.19632093235850334;13;312.0
99850;0.20726000517606735;19;41.75
99851;0.21322941035032272;19;203.75
99852;0.19723433628678322;13;312.0
99853;0.20226337388157845;17;115.0
99854;0.18633004650473595;14;202.0
99855;0.18387412279844284;13;312.0
99856;0.18413277715444565;14;212.0
99857;0.1932320035994053;18;-194.0
99858;0.1967388466000557;19;-822.5
99859;0.16741813346743584;12;209.625
99860;0.20856282487511635;22;-100.0
99861;0.3873369060456753;33;-1688.0
99862;0.18940932303667068;13;312.0
99863;0.18379150703549385;13;312.0
99864;0.049004193395376205;13;312.0
99865;0.19443164393305779;14;-188.5
99866;0.5670932792127132;40;-2388.0
99867;0.18912379816174507;13;312.0
99868;0.052350033074617386;13;312.0
99869;0.20362043008208275;13;312.0
99870;0.18352626636624336;13;312.0
99871;0.17884111776947975;14;317.0
99872;0.18873505294322968;15;186.125
99873;0.1858534961938858;14;190.5
99874;0.1896468847990036;16;-58.0
99875;0.18912536650896072;18;70.625
99876;0.17572470009326935;12;17.375
99877;0.05004283785820007;13;312.0
99878;0.19406339153647423;16;110.75
99879;0.20194314792752266;13;312.0
99880;0.18529802188277245;13;136.375
99881;0.19613933935761452;15;97.5
99882;0.19172636047005653;13;312.0
99883;0.20036008581519127;15;112.0
99884;0.23264383524656296;18;-310.0
99885;0.22549450770020485;13;312.0
99886;0.25870227813720703;23;-129.5
99887;0.3940976671874523;29;-1562.0
99888;0.4004453755915165;29;-1584.875
99889;0.2216697596013546;20;-780.0
99890;0.1973351277410984;13;312.0
99891;0.2059856504201889;15;226.0
99892;0.1962514966726303;12;11.5
99893;0.2673451006412506;29;-1410.0
99894;0.3783528432250023;23;-643.25
99895;0.20108775794506073;15;-10.0
99896;0.19489524886012077;13;312.0
99897;0.19555170089006424;16;153.0
99898;0.20964784920215607;17;-88.0
99899;0.4257799759507179;34;-1788.0
99900;0.22567055374383926;17;17.0
99901;0.25941014662384987;25;-415.0
99902;0.20116830244660378;13;312.0
99903;0.20823174342513084;15;231.5
99904;0.19092782959342003;12;11.5
99905;0.19250332191586494;13;592.0
99906;0.058836378157138824;13;312.0
99907;0.20089975744485855;14;212.0
99908;0.20650582015514374;15;-284.375
99909;0.19060535728931427;12;20.0
99910;0.19493085891008377;13;312.0
99911;0.20082402974367142;16;234.0
99912;0.19954175874590874;18;-588.5
99913;0.19860021024942398;19;-308.125
99914;0.1854657530784607;13;312.0
99915;0.20733463019132614;16;12.0
99916;0.19841530546545982;13;312.0
99917;0.19819258153438568;15;231.5
99918;0.19226258620619774;14;-85.0
99919;0.2089666910469532;17;126.125
99920;0.20251569896936417;14;334.0
99921;0.0556383840739727;13;312.0
99922;0.39253324270248413;32;-1980.0
99923;0.1916201151907444;13;312.0
99924;0.1931343898177147;13;267.375
99925;0.2057315707206726;16;-164.625
99926;0.19241608306765556;15;189.125
99927;0.20294375717639923;14;168.75
99928;0.18457595258951187;13;312.0
99929;0.05200937017798424;13;312.0
99930;0.3345530182123184;18;200.625
99931;0.40710751712322235;36;-1988.0
99932;0.19632910564541817;19;-34.0
99933;0.17782334238290787;13;312.0
99934;0.1886558160185814;13;312.0
99935;0.057501599192619324;13;312.0
99936;0.3741775006055832;22;-634.25
99937;0.20452319830656052;17;15.125
99938;0.18523255363106728;13;312.0
99939;0.19510291889309883;15;112.0
99940;0.20051374286413193;18;248.125
99941;0.18242845311760902;15;40.25
99942;0.051784757524728775;13;312.0
99943;0.17948690429329872;13;312.0
99944;0.3296327628195286;21;-572.5
99945;0.18360351026058197;15;187.5
99946;0.05767560005187988;15;215.125
99947;0.17694958299398422;13;267.375
99948;0.17674095183610916;13;9.5
99949;0.2165464349091053;15;231.5
99950;0.202605951577425;15;215.125
99951;0.37746936827898026;27;-1088.0
99952;0.04808469116687775;13;109.25
99953;0.314570564776659;17;63.875
99954;0.04586537554860115;12;11.5
99955;0.18159164488315582;14;190.5
99956;0.17708304896950722;13;312.0
99957;0.18405592441558838;16;-349.75
99958;0.21808309480547905;20;128.0
99959;0.18503470718860626;13;312.0
99960;0.1933414787054062;15;-288.5
99961;0.20664465427398682;16;110.75
99962;0.17620617151260376;13;135.375
99963;0.18693030253052711;16;-2.5
99964;0.18557251244783401;13;312.0
99965;0.181036576628685;15;23.375
99966;0.05154859274625778;14;35.375
99967;0.18206186965107918;13;312.0
99968;0.18891450390219688;13;312.0
99969;0.18976984545588493;13;312.0
99970;0.18923990800976753;18;-23.125
99971;0.1738281138241291;13;152.0
99972;0.19318163767457008;15;112.0
99973;0.18318983539938927;13;312.0
99974;0.05402699112892151;14;465.0
99975;0.37362589314579964;26;-988.0
99976;0.1814092919230461;15;-301.75
99977;0.2118220403790474;18;-1.5
99978;0.19495445117354393;15;207.0
99979;0.18646465614438057;15;112.0
99980;0.44419150426983833;39;-2288.0
99981;0.20170441642403603;13;312.0
99982;0.189849603921175;13;131.25
99983;0.20596694573760033;17;26.0
99984;0.2015988975763321;12;11.5
99985;0.2366263084113598;21;-935.0
99986;0.2137090563774109;15;192.5
99987;0.21695240959525108;18;198.5
99988;0.19528385251760483;15;187.5
99989;0.20121891796588898;13;312.0
99990;0.20855694264173508;14;283.75
99991;0.2028719000518322;15;-284.375
99992;0.41350556910037994;42;-2588.0
99993;0.18884456530213356;13;312.0
99994;0.19558709859848022;13;312.0
99995;0.2153959423303604;20;-662.0
99996;0.18585259839892387;13;312.0
99997;0.18825218454003334;15;322.0
99998;0.19737942144274712;15;222.5
99999;0.194137591868639;15;-10.0
